"","Case","Images","DAB","Hem","Ratio","D_Objects","H_Objects","Object_Ratio"
"103","4","4_Reactive_p53_2_features_d.csv 4_Reactive_p53_2_features_h.csv",16580,365671,0.0453413040684112,29,514,0.056420233463035
"104","4","4_Reactive_p53_3_features_d.csv 4_Reactive_p53_3_features_h.csv",20185,1072520,0.0188201618617835,32,1322,0.0242057488653555
"105","4","4_Reactive_p53_4_features_d.csv 4_Reactive_p53_4_features_h.csv",7916,293541,0.026967272033549,12,394,0.0304568527918782
"106","4","4_Reactive_p53_5_features_d.csv 4_Reactive_p53_5_features_h.csv",11423,565626,0.0201953234115829,16,787,0.0203303684879288
"107","4","4_Reactive_p53_6_features_d.csv 4_Reactive_p53_6_features_h.csv",18549,323130,0.0574041407483056,27,429,0.0629370629370629
"108","4","4_Reactive_p53_7_features_d.csv 4_Reactive_p53_7_features_h.csv",32110,409488,0.0784149962880475,60,610,0.0983606557377049
"109","4","4_Reactive_p53_8_features_d.csv 4_Reactive_p53_8_features_h.csv",18239,284780,0.0640459301917269,27,370,0.072972972972973
"110","4","4_Reactive_p53_9_features_d.csv 4_Reactive_p53_9_features_h.csv",22052,298470,0.0738834723757832,23,390,0.058974358974359
"111","4","4_Recurrent_p53_1_features_d.csv 4_Recurrent_p53_1_features_h.csv",159877,490228,0.326127842554893,270,780,0.346153846153846
"112","4","4_Recurrent_p53_10_features_d.csv 4_Recurrent_p53_10_features_h.csv",87782,211049,0.415931845211302,264,399,0.661654135338346
"113","4","4_Recurrent_p53_2_features_d.csv 4_Recurrent_p53_2_features_h.csv",158935,445694,0.356601165822291,348,749,0.464619492656876
"114","4","4_Recurrent_p53_3_features_d.csv 4_Recurrent_p53_3_features_h.csv",116016,542189,0.213977044905005,135,751,0.179760319573901
"115","4","4_Recurrent_p53_4_features_d.csv 4_Recurrent_p53_4_features_h.csv",108485,506343,0.214251999138924,143,741,0.192982456140351
"116","4","4_Recurrent_p53_5_features_d.csv 4_Recurrent_p53_5_features_h.csv",64536,404344,0.159606671547,105,589,0.178268251273345
"117","4","4_Recurrent_p53_6_features_d.csv 4_Recurrent_p53_6_features_h.csv",79054,369441,0.213982746906813,119,563,0.211367673179396
"118","4","4_Recurrent_p53_7_features_d.csv 4_Recurrent_p53_7_features_h.csv",133423,477236,0.279574466301788,239,760,0.314473684210526
"119","4","4_Recurrent_p53_8_features_d.csv 4_Recurrent_p53_8_features_h.csv",101535,357948,0.283658520231989,242,566,0.42756183745583
"120","4","4_Recurrent_p53_9_features_d.csv 4_Recurrent_p53_9_features_h.csv",201061,463982,0.433337931212849,387,749,0.516688918558077
"121","50","50_Control_p53_1_features_d.csv 50_Control_p53_1_features_h.csv",138788,748526,0.185415069082437,401,848,0.472877358490566
"122","50","50_Control_p53_10_features_d.csv 50_Control_p53_10_features_h.csv",58365,615110,0.0948854676399343,155,904,0.17146017699115
"123","50","50_Control_p53_2_features_d.csv 50_Control_p53_2_features_h.csv",98154,433989,0.226167022666473,293,714,0.410364145658263
"124","50","50_Control_p53_3_features_d.csv 50_Control_p53_3_features_h.csv",34132,383191,0.0890730732193606,132,685,0.192700729927007
"125","50","50_Control_p53_4_features_d.csv 50_Control_p53_4_features_h.csv",36522,483363,0.0755581209153369,99,817,0.121175030599755
"126","50","50_Control_p53_5_features_d.csv 50_Control_p53_5_features_h.csv",35358,410504,0.0861331436478086,135,727,0.185694635488308
"127","50","50_Control_p53_6_features_d.csv 50_Control_p53_6_features_h.csv",23369,389604,0.0599814170285726,79,599,0.131886477462437
"128","50","50_Control_p53_7_features_d.csv 50_Control_p53_7_features_h.csv",78219,346805,0.225541730943902,234,557,0.420107719928187
"129","50","50_Control_p53_8_features_d.csv 50_Control_p53_8_features_h.csv",63006,492709,0.127876698010387,171,667,0.256371814092954
"130","50","50_Control_p53_9_features_d.csv 50_Control_p53_9_features_h.csv",88442,584743,0.151249352279548,268,536,0.5
"131","50","50_Reactive_p53_1_features_d.csv 50_Reactive_p53_1_features_h.csv",122611,232006,0.528482022016672,313,398,0.78643216080402
"132","50","50_Reactive_p53_10_features_d.csv 50_Reactive_p53_10_features_h.csv",126643,420370,0.301265551775817,341,682,0.5
"133","50","50_Reactive_p53_2_features_d.csv 50_Reactive_p53_2_features_h.csv",144869,357311,0.4054423177568,359,566,0.634275618374558
"134","50","50_Reactive_p53_3_features_d.csv 50_Reactive_p53_3_features_h.csv",179147,372238,0.481270047657681,377,561,0.672014260249554
"135","50","50_Reactive_p53_4_features_d.csv 50_Reactive_p53_4_features_h.csv",153318,483235,0.317274204062206,354,660,0.536363636363636
"136","50","50_Reactive_p53_5_features_d.csv 50_Reactive_p53_5_features_h.csv",176465,521258,0.338536770658676,422,754,0.559681697612732
"137","50","50_Reactive_p53_6_features_d.csv 50_Reactive_p53_6_features_h.csv",148699,441388,0.336889539362194,292,573,0.509598603839442
"138","50","50_Reactive_p53_7_features_d.csv 50_Reactive_p53_7_features_h.csv",172665,427220,0.404159449463976,381,658,0.5790273556231
"139","50","50_Reactive_p53_8_features_d.csv 50_Reactive_p53_8_features_h.csv",135394,455740,0.297086057839996,387,765,0.505882352941176
"140","50","50_Reactive_p53_9_features_d.csv 50_Reactive_p53_9_features_h.csv",124967,330293,0.378351948118791,248,428,0.579439252336449
"141","50","50_Recurrent_p53_1_features_d.csv 50_Recurrent_p53_1_features_h.csv",75827,300839,0.25205176190587,166,477,0.348008385744235
"142","50","50_Recurrent_p53_10_features_d.csv 50_Recurrent_p53_10_features_h.csv",196674,687497,0.286072521043728,467,1022,0.456947162426614
"143","50","50_Recurrent_p53_2_features_d.csv 50_Recurrent_p53_2_features_h.csv",117867,366600,0.321513911620295,305,580,0.525862068965517
"144","50","50_Recurrent_p53_3_features_d.csv 50_Recurrent_p53_3_features_h.csv",150408,516389,0.291268791550556,295,733,0.402455661664393
"145","50","50_Recurrent_p53_4_features_d.csv 50_Recurrent_p53_4_features_h.csv",194629,635009,0.306498018138326,377,865,0.435838150289017
"146","50","50_Recurrent_p53_5_features_d.csv 50_Recurrent_p53_5_features_h.csv",105405,413939,0.254638968543674,231,605,0.381818181818182
"147","50","50_Recurrent_p53_6_features_d.csv 50_Recurrent_p53_6_features_h.csv",126669,538382,0.235277182372368,258,731,0.352941176470588
