"","Case","Images","DAB","Hem","Ratio","D_Objects","H_Objects","Object_Ratio"
"224","7","7_Control_Olig2_3_features_d.csv 7_Control_Olig2_3_features_h.csv",42573,604858,0.0703851151840597,65,1008,0.064484126984127
"225","7","7_Control_Olig2_4_features_d.csv 7_Control_Olig2_4_features_h.csv",31482,509361,0.0618068521147084,40,825,0.0484848484848485
"226","7","7_Control_Olig2_5_features_d.csv 7_Control_Olig2_5_features_h.csv",21593,480279,0.0449592840827935,23,790,0.0291139240506329
"227","7","7_Control_Olig2_6_features_d.csv 7_Control_Olig2_6_features_h.csv",13246,489841,0.0270414277285895,14,814,0.0171990171990172
"228","7","7_Control_Olig2_7_features_d.csv 7_Control_Olig2_7_features_h.csv",15139,451202,0.0335525995008887,19,739,0.0257104194857916
"229","7","7_Control_Olig2_8_features_d.csv 7_Control_Olig2_8_features_h.csv",53434,546315,0.0978080411484217,71,951,0.07465825446898
"230","7","7_Control_Olig2_9_features_d.csv 7_Control_Olig2_9_features_h.csv",121546,679879,0.178775929246234,206,1150,0.179130434782609
"231","7","7_Reactive_1_Olig2_1_features_d.csv 7_Reactive_1_Olig2_1_features_h.csv",194714,773035,0.251882515021959,344,1339,0.256908140403286
"232","7","7_Reactive_1_Olig2_10_features_d.csv 7_Reactive_1_Olig2_10_features_h.csv",117270,666324,0.175995461667297,185,1139,0.162423178226514
"233","7","7_Reactive_1_Olig2_2_features_d.csv 7_Reactive_1_Olig2_2_features_h.csv",108915,704627,0.154571141894932,186,1185,0.156962025316456
"234","7","7_Reactive_1_Olig2_3_features_d.csv 7_Reactive_1_Olig2_3_features_h.csv",118134,736245,0.160454739930322,202,1259,0.1604447974583
"235","7","7_Reactive_1_Olig2_4_features_d.csv 7_Reactive_1_Olig2_4_features_h.csv",155315,551314,0.281717859513816,277,973,0.284686536485098
"236","7","7_Reactive_1_Olig2_5_features_d.csv 7_Reactive_1_Olig2_5_features_h.csv",103864,638331,0.162711821923109,167,1043,0.160115052732502
"237","7","7_Reactive_1_Olig2_6_features_d.csv 7_Reactive_1_Olig2_6_features_h.csv",111319,701313,0.158729411831807,173,1134,0.152557319223986
"238","7","7_Reactive_1_Olig2_7_features_d.csv 7_Reactive_1_Olig2_7_features_h.csv",173483,770992,0.22501271089713,287,1276,0.224921630094044
"239","7","7_Reactive_1_Olig2_8_features_d.csv 7_Reactive_1_Olig2_8_features_h.csv",141432,702654,0.201282565814754,217,1083,0.200369344413666
"240","7","7_Reactive_1_Olig2_9_features_d.csv 7_Reactive_1_Olig2_9_features_h.csv",107356,678204,0.158294554440847,164,1078,0.152133580705009
"241","7","7_Reactive_2_Olig2_1_features_d.csv 7_Reactive_2_Olig2_1_features_h.csv",23276,432711,0.0537910984467693,40,798,0.050125313283208
"242","7","7_Reactive_2_Olig2_10_features_d.csv 7_Reactive_2_Olig2_10_features_h.csv",67921,653176,0.103985755753426,96,1107,0.0867208672086721
"243","7","7_Reactive_2_Olig2_2_features_d.csv 7_Reactive_2_Olig2_2_features_h.csv",46868,581562,0.0805898597226091,88,1015,0.0866995073891626
"244","7","7_Reactive_2_Olig2_3_features_d.csv 7_Reactive_2_Olig2_3_features_h.csv",0,580097,0,0,1063,0
"245","7","7_Reactive_2_Olig2_4_features_d.csv 7_Reactive_2_Olig2_4_features_h.csv",61177,559877,0.109268642934073,117,1058,0.110586011342155
"246","7","7_Reactive_2_Olig2_5_features_d.csv 7_Reactive_2_Olig2_5_features_h.csv",13672,625318,0.0218640755583559,13,1141,0.0113935144609991
"247","7","7_Reactive_2_Olig2_6_features_d.csv 7_Reactive_2_Olig2_6_features_h.csv",5840,498187,0.0117225058060527,7,882,0.00793650793650794
"248","7","7_Reactive_2_Olig2_7_features_d.csv 7_Reactive_2_Olig2_7_features_h.csv",18709,725997,0.0257700789397201,25,1278,0.0195618153364632
"249","7","7_Reactive_2_Olig2_8_features_d.csv 7_Reactive_2_Olig2_8_features_h.csv",0,375489,0,0,694,0
"250","7","7_Reactive_2_Olig2_9_features_d.csv 7_Reactive_2_Olig2_9_features_h.csv",0,277838,0,0,512,0
"251","7","7_Recurrent_Olig2_1_features_d.csv 7_Recurrent_Olig2_1_features_h.csv",158744,1182133,0.134286074409563,217,1622,0.133785450061652
"252","7","7_Recurrent_Olig2_10_features_d.csv 7_Recurrent_Olig2_10_features_h.csv",170110,1356855,0.125370802333337,285,1900,0.15
"253","7","7_Recurrent_Olig2_2_features_d.csv 7_Recurrent_Olig2_2_features_h.csv",211804,1170580,0.180939363392506,324,1690,0.191715976331361
"254","7","7_Recurrent_Olig2_3_features_d.csv 7_Recurrent_Olig2_3_features_h.csv",338454,1138907,0.297174396153505,663,1824,0.363486842105263
"255","7","7_Recurrent_Olig2_4_features_d.csv 7_Recurrent_Olig2_4_features_h.csv",318455,935979,0.340237334384639,675,1660,0.406626506024096
"256","7","7_Recurrent_Olig2_5_features_d.csv 7_Recurrent_Olig2_5_features_h.csv",110254,1047014,0.10530327197153,142,1305,0.108812260536398
"257","7","7_Recurrent_Olig2_6_features_d.csv 7_Recurrent_Olig2_6_features_h.csv",195354,1174203,0.166371572888163,271,1568,0.172831632653061
"258","7","7_Recurrent_Olig2_7_features_d.csv 7_Recurrent_Olig2_7_features_h.csv",196729,1195254,0.164591793878121,335,1731,0.193529751588677
"259","7","7_Recurrent_Olig2_8_features_d.csv 7_Recurrent_Olig2_8_features_h.csv",268039,1210546,0.221419921258672,492,1841,0.267246061922868
"260","7","7_Recurrent_Olig2_9_features_d.csv 7_Recurrent_Olig2_9_features_h.csv",148937,1284216,0.115975038467049,226,1701,0.132863021751911
